"","#Method","IterScale","Repeat","Metric","Value","TreeName","Time","PGSExperiments.iterScalings","gen.nTaxa"
"139","SMC4K2PBF",30,7,"RobinsonFouldsMetric",0.15877779721938,"sim--639330916.msf",166090,30,40
"140","SMC4K2PBF",30,7,"KuhnerFelsenstein",0.000805855623385524,"sim--639330916.msf",166090,30,40
"141","SMC4K2PBF",30,8,"ConsensusLogLL",-5437.92841766285,"sim--639330916.msf",167503,30,40
"142","SMC4K2PBF",30,8,"BestSampledLogLL",-5438.1852646654,"sim--639330916.msf",167503,30,40
"143","SMC4K2PBF",30,8,"PartitionMetric",18,"sim--639330916.msf",167503,30,40
"144","SMC4K2PBF",30,8,"RobinsonFouldsMetric",0.179854534143839,"sim--639330916.msf",167503,30,40
"145","SMC4K2PBF",30,8,"KuhnerFelsenstein",0.000824551375406804,"sim--639330916.msf",167503,30,40
"146","SMC4K2PBF",30,9,"ConsensusLogLL",-5416.3859197331,"sim--639330916.msf",165671,30,40
"147","SMC4K2PBF",30,9,"BestSampledLogLL",-5415.34809063929,"sim--639330916.msf",165671,30,40
"148","SMC4K2PBF",30,9,"PartitionMetric",16,"sim--639330916.msf",165671,30,40
"149","SMC4K2PBF",30,9,"RobinsonFouldsMetric",0.183757931082392,"sim--639330916.msf",165671,30,40
"150","SMC4K2PBF",30,9,"KuhnerFelsenstein",0.000853823517914836,"sim--639330916.msf",165671,30,40
"151","SMC4K2PBF",30,0,"ConsensusLogLL",-4446.70909264273,"sim-1357050286.msf",164474,30,40
"152","SMC4K2PBF",30,0,"BestSampledLogLL",-4446.20684847344,"sim-1357050286.msf",164474,30,40
"153","SMC4K2PBF",30,0,"PartitionMetric",12,"sim-1357050286.msf",164474,30,40
"154","SMC4K2PBF",30,0,"RobinsonFouldsMetric",0.137929065003492,"sim-1357050286.msf",164474,30,40
"155","SMC4K2PBF",30,0,"KuhnerFelsenstein",0.000516704858424567,"sim-1357050286.msf",164474,30,40
"156","SMC4K2PBF",30,1,"ConsensusLogLL",-4427.70825296355,"sim-1357050286.msf",163621,30,40
"157","SMC4K2PBF",30,1,"BestSampledLogLL",-4425.91626829987,"sim-1357050286.msf",163621,30,40
"158","SMC4K2PBF",30,1,"PartitionMetric",10,"sim-1357050286.msf",163621,30,40
"159","SMC4K2PBF",30,1,"RobinsonFouldsMetric",0.145026114261543,"sim-1357050286.msf",163621,30,40
"160","SMC4K2PBF",30,1,"KuhnerFelsenstein",0.000663847076581559,"sim-1357050286.msf",163621,30,40
"161","SMC4K2PBF",30,2,"ConsensusLogLL",-4427.62348632919,"sim-1357050286.msf",166644,30,40
"162","SMC4K2PBF",30,2,"BestSampledLogLL",-4423.68351355563,"sim-1357050286.msf",166644,30,40
"163","SMC4K2PBF",30,2,"PartitionMetric",8,"sim-1357050286.msf",166644,30,40
"164","SMC4K2PBF",30,2,"RobinsonFouldsMetric",0.129279873409353,"sim-1357050286.msf",166644,30,40
"165","SMC4K2PBF",30,2,"KuhnerFelsenstein",0.000579900345831586,"sim-1357050286.msf",166644,30,40
"166","SMC4K2PBF",30,3,"ConsensusLogLL",-4430.06351829792,"sim-1357050286.msf",169295,30,40
"167","SMC4K2PBF",30,3,"BestSampledLogLL",-4430.06785187002,"sim-1357050286.msf",169295,30,40
"168","SMC4K2PBF",30,3,"PartitionMetric",12,"sim-1357050286.msf",169295,30,40
"169","SMC4K2PBF",30,3,"RobinsonFouldsMetric",0.15766764561877,"sim-1357050286.msf",169295,30,40
"170","SMC4K2PBF",30,3,"KuhnerFelsenstein",0.000641393803877029,"sim-1357050286.msf",169295,30,40
"171","SMC4K2PBF",30,4,"ConsensusLogLL",-4451.90130558218,"sim-1357050286.msf",165072,30,40
"172","SMC4K2PBF",30,4,"BestSampledLogLL",-4450.12195551587,"sim-1357050286.msf",165072,30,40
